total,detected,percent_detected,false_positives,false_positive_rate,Thresh_autocorr_0,Thresh_autocorr_1,Thresh_cross_corr,Thresh_energy_0,Thresh_energy_1,Thresh_get_envelope_max_diff_0,Thresh_get_envelope_max_diff_1,Thresh_line_length_0,Thresh_line_length_1,Thresh_mad_0,Thresh_mad_1,Thresh_psd_0,Thresh_psd_1,Thresh_rms_0,Thresh_rms_1,Thresh_signal_abs_covar,Thresh_signal_covar,Thresh_std_0,Thresh_std_1,Thresh_var_0,Thresh_var_1,Weight_autocorr_0,Weight_autocorr_1,Weight_cross_corr,Weight_energy_0,Weight_energy_1,Weight_get_envelope_max_diff_0,Weight_get_envelope_max_diff_1,Weight_line_length_0,Weight_line_length_1,Weight_mad_0,Weight_mad_1,Weight_psd_0,Weight_psd_1,Weight_rms_0,Weight_rms_1,Weight_signal_abs_covar,Weight_signal_covar,Weight_std_0,Weight_std_1,Weight_var_0,Weight_var_1,Enabled_autocorr_0,Enabled_autocorr_1,Enabled_cross_corr,Enabled_energy_0,Enabled_energy_1,Enabled_get_envelope_max_diff_0,Enabled_get_envelope_max_diff_1,Enabled_line_length_0,Enabled_line_length_1,Enabled_mad_0,Enabled_mad_1,Enabled_psd_0,Enabled_psd_1,Enabled_rms_0,Enabled_rms_1,Enabled_signal_abs_covar,Enabled_signal_covar,Enabled_std_0,Enabled_std_1,Enabled_var_0,Enabled_var_1,cost
0,0,0,0,0,2.5,2,2.5,2.5,2,3,2.5,4.5,3.5,3,3,2.5,2,2.5,2.5,2,2.5,2.5,2.5,2.5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-98.24951932
